Data
42.67996495
42.10807484
43.01483078
53.52544068
57.44781396
53.92171737
60.64141348
42.46616236
41.27688471
43.18451975
53.67412245
57.73288823
54.15687088
60.97399277
43.07853778
42.48135521
43.42892063
54.01293041
57.96746397
54.36137102
61.23691616
42.89412574
42.1077614
43.36207571
54.1051442
58.16380726
54.45398309
61.53368897
41.85044823
41.90490445
41.79675475
53.93055967
58.31810263
54.56638404
61.72821994
41.84518757
41.82855433
41.83564226
53.9751124
58.38158686
54.54558827
61.87371824
41.91993034
42.0063962
41.84632627
54.0533387
58.46081062
54.49077792
62.0834668
41.95483165
41.80825977
42.02592454
54.21548991
58.6701367
54.60415793
62.3855648
42.38448815
42.50935526
42.28681674
54.53823816
58.95136011
54.68970538
62.8566227
42.77776028
42.91905426
42.66970121
54.73820739
59.0778893
54.82281474
62.97617823
44.02021275
43.47210935
44.33967079
55.19254161
59.2331002
55.01736343
63.0923071
44.43019322
44.37396514
44.44400807
55.42981079
59.40446093
55.18066481
63.27079345
45.07706496
45.09789215
45.04272221
55.77431735
59.63309697
55.41206847
63.49573537
45.57988737
45.51907106
45.59600542
56.10794476
59.90184893
55.69211386
63.75229473
45.69084814
45.22487142
45.95851308
56.29807094
60.12152117
55.87109947
64.01073969
45.47444358
44.36512655
46.14171764
56.38303195
60.31954873
55.99857097
64.27679784
44.59259864
43.96459423
44.96140236
56.24160294
60.45874263
56.15322999
64.40028805
44.49506954
43.18423697
45.28794739
56.33174451
60.61955436
56.3212543
64.55335992
44.75339659
43.46232629
45.53387963
56.47939018
60.72513745
56.41080943
64.67413437
45.57366407
45.14511266
45.818144
56.82804118
60.89389629
56.58414529
64.83769219
46.36075564
46.75725405
46.09251603
57.29791705
61.24245316
56.7808342
65.33301811
47.33835727
48.46446819
46.61657303
57.69474717
61.41834672
57.02073262
65.44565542
48.74396397
49.30339119
48.37341569
58.1868994
61.56421222
57.17306546
65.58457355
48.7265271
48.8592037
48.62099395
58.30708815
61.735929
57.32077555
65.77898509
48.12079608
46.67083337
48.99834999
58.30916037
61.96720963
57.51263604
66.0477515
48.19114661
46.91098096
48.96322525
58.50343099
62.20780447
57.73949101
66.30071796
48.68092668
47.81637728
49.19468016
58.76712098
62.38518614
57.89260524
66.50102442
49.12909804
49.39086212
48.94321197
58.97641519
62.50378567
58.01607293
66.61435627
48.26897667
50.22296782
47.03264712
58.82825146
62.62479208
58.15734896
66.71504682
47.66213953
48.34655692
47.21448772
58.77178347
62.776811
58.29528237
66.88015912
48.15737555
49.34456786
47.39727154
59.00179988
62.9059476
58.31563448
67.1149507
48.18243619
49.10109545
47.58907598
59.07225536
62.99278043
58.38019856
67.22314964
48.24333321
48.87703253
47.82690065
59.30900649
63.29558843
58.51943917
67.68434828
48.37230222
47.9569319
48.60726763
59.45457994
63.44666679
58.68735789
67.8183286
49.58473164
47.17890167
51.05517196
59.88249335
63.57725582
58.80310155
67.96284587
50.44612463
48.77030021
51.46283145
60.25031239
63.75689238
58.94704916
68.17654919
51.36420189
50.13335573
52.10414671
60.60362589
63.89572098
59.11093374
68.29031133
51.14816058
49.87764967
51.91283931
60.69635773
64.1045609
59.29334683
68.52404794
50.7531078
48.51972869
52.11590337
60.77251181
64.35872874
59.4672518
68.85548038
50.4986047
48.09226313
51.96892868
60.86161727
64.57715846
59.59094217
69.1654643
49.28362794
48.37067354
49.82715407
60.59067451
64.66446292
59.66128618
69.26894991
48.95667664
47.36055863
49.92459419
60.64299806
64.85980968
59.7840378
69.53432981
49.11723041
47.45643387
50.12523626
60.80929371
65.02751922
59.85190559
69.79879548
49.9456003
49.23130488
50.36544727
61.11960865
65.14082271
59.97001599
69.90691406
51.24735552
52.52652256
50.42866878
61.73661213
